"","Ensembl_ID","Gene","Frequency","Source","RNA_cell_enrichment","RNA_enriched_cell_types","RNA_tissue_enrichment","RNA_enriched_tissue_types","Protein_enrichment_tissue_type","Protein_enrichment_cell_type","Protein_enrichment_level","Tractability_sm","Tractability_ab","Tractability_PROTAC","Protein_class"
"480","ENSG00000198198","SZT2",1,"NatGen Paper","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Macrophages, Proximal tubular cells","enriched","Vascular","heart muscle","cardiomyocytes","Medium","Unknown","Unknown","Unknown","Disease related genes, Human disease related genes, Predicted intracellular proteins"
"481","ENSG00000198198","SZT2",1,"NatGen Paper","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Macrophages, Proximal tubular cells","enriched","Vascular","kidney","cells in glomeruli, cells in tubules","High","Unknown","Unknown","Unknown","Disease related genes, Human disease related genes, Predicted intracellular proteins"
"482","ENSG00000198208","RPS6KL1",1,"NatGen Paper","enhanced","Smooth muscle cells, Cardiomyocytes, Fibroblasts, Proximal tubular cells, Endothelial cells","low specificity",NA,"heart muscle","cardiomyocytes","Low","Predicted","Unknown","Unknown","Enzymes, Predicted intracellular proteins"
"483","ENSG00000198208","RPS6KL1",1,"NatGen Paper","enhanced","Smooth muscle cells, Cardiomyocytes, Fibroblasts, Proximal tubular cells, Endothelial cells","low specificity",NA,"kidney","cells in glomeruli, cells in tubules","Medium","Predicted","Unknown","Unknown","Enzymes, Predicted intracellular proteins"
"484","ENSG00000198353","HOXC4",2,"Finngen, NatGen Paper","group enriched","Fibroblasts, Smooth muscle cells, Proximal tubular cells","enriched","Vascular",NA,NA,NA,"Unknown","Unknown","Unknown","Predicted intracellular proteins, Transcription factors"
"485","ENSG00000198547","C20ORF203",1,"Finngen","group enriched","Endothelial cells, Fibroblasts, Smooth muscle cells","group enriched","Vascular, Heart muscle",NA,NA,NA,"Unknown","Unknown","Unknown","Predicted intracellular proteins"
"486","ENSG00000198740","ZNF652",1,"Finngen","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Macrophages, Cardiomyocytes","enriched","Vascular",NA,NA,NA,"Unknown","Unknown","Unknown","Predicted intracellular proteins, Transcription factors"
"487","ENSG00000198794","SCAMP5",1,"NatGen Paper","enhanced","Proximal tubular cells, Endothelial cells, Macrophages, Fibroblasts, Cardiomyocytes","low specificity",NA,"kidney","proximal tubules (microvilli)","Medium","Unknown","Predicted High","Unknown","Predicted intracellular proteins, Predicted membrane proteins, Transporters"
"488","ENSG00000198794","SCAMP5",1,"NatGen Paper","enhanced","Proximal tubular cells, Endothelial cells, Macrophages, Fibroblasts, Cardiomyocytes","low specificity",NA,"heart muscle","cardiomyocytes","Low","Unknown","Predicted High","Unknown","Predicted intracellular proteins, Predicted membrane proteins, Transporters"
"489","ENSG00000198795","ZNF521",1,"Finngen","group enriched","Fibroblasts, Endothelial cells, Cardiomyocytes, Smooth muscle cells, Proximal tubular cells","enriched","Vascular","heart muscle","cardiomyocytes","Medium","Unknown","Unknown","Unknown","Cancer-related genes, Disease related genes, Predicted intracellular proteins, Transcription factors"
"490","ENSG00000198795","ZNF521",1,"Finngen","group enriched","Fibroblasts, Endothelial cells, Cardiomyocytes, Smooth muscle cells, Proximal tubular cells","enriched","Vascular","kidney","cells in glomeruli, cells in tubules","Medium","Unknown","Unknown","Unknown","Cancer-related genes, Disease related genes, Predicted intracellular proteins, Transcription factors"
"491","ENSG00000199446","RNU6_543P",1,"Finngen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","ENSG00000203301","AL590822.1",1,"Patsy Preprint",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","ENSG00000204463","BAG6",1,"Patsy Preprint","enhanced","Fibroblasts, Cardiomyocytes, Smooth muscle cells, Endothelial cells, Proximal tubular cells","low specificity",NA,"heart muscle","cardiomyocytes","Medium","Discovery","Predicted High","Unknown","Predicted intracellular proteins"
"494","ENSG00000204463","BAG6",1,"Patsy Preprint","enhanced","Fibroblasts, Cardiomyocytes, Smooth muscle cells, Endothelial cells, Proximal tubular cells","low specificity",NA,"kidney","cells in glomeruli, cells in tubules","Medium","Discovery","Predicted High","Unknown","Predicted intracellular proteins"
"495","ENSG00000204525","HLA_C",1,"Patsy Preprint","enhanced","Fibroblasts, Endothelial cells, Smooth muscle cells, Macrophages, T-cells","enriched","Vascular",NA,NA,NA,"Unknown","Predicted High","Unknown","Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"
"496","ENSG00000204548","DEFB121",1,"Finngen","not detected",NA,"not detected",NA,NA,NA,NA,"Unknown","Predicted High","Unknown","Predicted secreted proteins"
"497","ENSG00000204876","AC021218.2",1,"NatGen Paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","ENSG00000204882","GPR20",1,"Patsy Preprint","enriched","Smooth muscle cells","enriched","Vascular",NA,NA,NA,"Predicted","Predicted High","Unknown","G-protein coupled receptors, Predicted membrane proteins"
"499","ENSG00000204950","LRRC10B",1,"Finngen","enriched","Smooth muscle cells","group enriched","Vascular, Heart muscle",NA,NA,NA,"Unknown","Unknown","Unknown","Predicted intracellular proteins"
"500","ENSG00000204967","PCDHA4",1,"NatGen Paper","group enriched","Fibroblasts, Smooth muscle cells, Endothelial cells","enriched","Vascular","kidney","cells in tubules","Low","Unknown","Predicted Medium to Low","Unknown","Predicted membrane proteins"
"501","ENSG00000204969","PCDHA2",1,"NatGen Paper","enriched","Fibroblasts","enriched","Vascular",NA,NA,NA,"Unknown","Predicted Medium to Low","Unknown","Predicted membrane proteins"
"502","ENSG00000204970","PCDHA1",1,"NatGen Paper","group enriched","Endothelial cells, Smooth muscle cells","enriched","Vascular",NA,NA,NA,"Unknown","Predicted High","Unknown","Predicted membrane proteins, Predicted secreted proteins"
"503","ENSG00000204977","TRIM13",1,"NatGen Paper","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Cardiomyocytes, Proximal tubular cells","enhanced","Vascular",NA,NA,NA,"Unknown","Predicted Medium to Low","Unknown","Enzymes, Predicted intracellular proteins, Predicted membrane proteins"
"504","ENSG00000205517","RGL3",2,"Patsy Preprint, Finngen","group enriched","Smooth muscle cells, Fibroblasts, Macrophages, Endothelial cells, Proximal tubular cells","enriched","Vascular",NA,NA,NA,"Unknown","Predicted Medium to Low","Unknown","Predicted intracellular proteins"
"505","ENSG00000205683","DPF3",1,"NatGen Paper","enriched","Cardiomyocytes","enriched","Heart muscle","heart muscle","cardiomyocytes","Medium","Unknown","Unknown","Unknown","Predicted intracellular proteins"
"506","ENSG00000205683","DPF3",1,"NatGen Paper","enriched","Cardiomyocytes","enriched","Heart muscle","kidney","proximal tubules (cell body)","High","Unknown","Unknown","Unknown","Predicted intracellular proteins"
"507","ENSG00000212978","AC016747.3",1,"NatGen Paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","ENSG00000214022","REPIN1",1,"NatGen Paper","enhanced","Fibroblasts, Cardiomyocytes, Smooth muscle cells, Endothelial cells, Proximal tubular cells","low specificity",NA,"heart muscle","cardiomyocytes","Low","Unknown","Unknown","Unknown","Predicted intracellular proteins"
"509","ENSG00000214022","REPIN1",1,"NatGen Paper","enhanced","Fibroblasts, Cardiomyocytes, Smooth muscle cells, Endothelial cells, Proximal tubular cells","low specificity",NA,"kidney","cells in glomeruli, cells in tubules","High","Unknown","Unknown","Unknown","Predicted intracellular proteins"
"510","ENSG00000214954","LRRC69",1,"NatGen Paper","enhanced","Cardiomyocytes, Fibroblasts, Smooth muscle cells, Endothelial cells, Macrophages","group enriched","Vascular, Heart muscle",NA,NA,NA,"Unknown","Predicted Medium to Low","Unknown","Predicted intracellular proteins"
"511","ENSG00000225792","AC004540.2",1,"Finngen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","ENSG00000226674","TEX41",1,"Finngen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","ENSG00000226752","PSMD5_AS1",1,"NatGen Paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","ENSG00000227471","AKR1B15",1,"NatGen Paper","enriched","Fibroblasts","enriched","Vascular",NA,NA,NA,"Unknown","Predicted Medium to Low","Unknown","Enzymes, Metabolic proteins, Predicted intracellular proteins"
"515","ENSG00000228536","RP11_392O17.1",1,"NatGen Paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","ENSG00000228696","ARL17B",1,"NatGen Paper","enhanced","Smooth muscle cells, Fibroblasts, Cardiomyocytes, Endothelial cells, Proximal tubular cells","low specificity",NA,NA,NA,NA,NA,NA,NA,NA
"517","ENSG00000228742","LINC02577",1,"Finngen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","ENSG00000228979","PPIAP55",1,"Finngen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","ENSG00000229671","LINC01150",1,"Finngen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","ENSG00000234663","LINC01934",1,"Finngen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","ENSG00000234745","HLA_B",1,"Patsy Preprint","enhanced","Endothelial cells, Macrophages, Fibroblasts, Smooth muscle cells, T-cells","enriched","Vascular","kidney","cells in glomeruli, cells in tubules","High","Discovery","Predicted High","Unknown","Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins"
"522","ENSG00000234948","LINC01524",1,"Finngen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","ENSG00000235217","TSPY26P",1,"Finngen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","ENSG00000235387","SPAAR",1,"Finngen","enriched","Endothelial cells","group enriched","Vascular, Heart muscle",NA,NA,NA,"Unknown","Predicted Medium to Low","Unknown","Predicted intracellular proteins"
"525","ENSG00000235910","APOA1_AS",1,"Finngen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","ENSG00000240498","CDKN2B_AS1",1,"Finngen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","ENSG00000240891","PLCXD2",1,"NatGen Paper","enriched","Proximal tubular cells","enriched","Kidney",NA,NA,NA,"Unknown","Unknown","Unknown","Metabolic proteins, Predicted intracellular proteins"
"528","ENSG00000241188","RN7SL165P",1,"Finngen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","ENSG00000243708","PLA2G4B",1,"NatGen Paper","group enriched","Endothelial cells, Macrophages, Fibroblasts, Proximal tubular cells","low specificity",NA,NA,NA,NA,"Predicted","Predicted High","Unknown","Enzymes, Metabolic proteins, Predicted intracellular proteins, RAS pathway related proteins"
"530","ENSG00000243766","HOTTIP",1,"Finngen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","ENSG00000243789","JMJD7",1,"NatGen Paper","group enriched","Fibroblasts, Endothelial cells, Smooth muscle cells","enriched","Vascular","kidney","cells in glomeruli, cells in tubules","Medium","Discovery","Unknown","Discovery","Enzymes, Predicted intracellular proteins"
"532","ENSG00000243789","JMJD7",1,"NatGen Paper","group enriched","Fibroblasts, Endothelial cells, Smooth muscle cells","enriched","Vascular","heart muscle","cardiomyocytes","Medium","Discovery","Unknown","Discovery","Enzymes, Predicted intracellular proteins"
"533","ENSG00000245937","LINC01184",1,"NatGen Paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","ENSG00000245958","RP11_33B1.1",1,"NatGen Paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","ENSG00000248227","LINC02513",1,"Finngen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","ENSG00000249158","PCDHA11",1,"NatGen Paper","enriched","Fibroblasts","enriched","Vascular",NA,NA,NA,"Unknown","Predicted Medium to Low","Unknown","Predicted intracellular proteins, Predicted membrane proteins"
"537","ENSG00000249464","LINC01091",1,"Finngen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","ENSG00000251022","THAP9_AS1",1,"NatGen Paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","ENSG00000251688","LINC02507",1,"Finngen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","ENSG00000253311","LINC01847",1,"Finngen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","ENSG00000255408","PCDHA3",1,"NatGen Paper","group enriched","Fibroblasts, Smooth muscle cells, Endothelial cells, Macrophages, Schwann cells","enriched","Vascular",NA,NA,NA,"Unknown","Predicted Medium to Low","Unknown","Predicted membrane proteins"
"542","ENSG00000257923","CUX1",1,"Finngen","enhanced","Fibroblasts, Smooth muscle cells, Cardiomyocytes, Endothelial cells, Macrophages","enriched","Vascular","kidney","cells in glomeruli, cells in tubules","High","Unknown","Predicted Medium to Low","Unknown","Cancer-related genes, Disease related genes, Predicted intracellular proteins, Predicted membrane proteins, Transcription factors"
"543","ENSG00000257923","CUX1",1,"Finngen","enhanced","Fibroblasts, Smooth muscle cells, Cardiomyocytes, Endothelial cells, Macrophages","enriched","Vascular","heart muscle","cardiomyocytes","High","Unknown","Predicted Medium to Low","Unknown","Cancer-related genes, Disease related genes, Predicted intracellular proteins, Predicted membrane proteins, Transcription factors"
"544","ENSG00000260007","RP11_315D16.2",1,"NatGen Paper","enhanced","Fibroblasts, Endothelial cells, Macrophages, Smooth muscle cells, T-cells","enriched","Vascular",NA,NA,NA,NA,NA,NA,NA
"545","ENSG00000260027","HOXB7",1,"Patsy Preprint","group enriched","Smooth muscle cells, Fibroblasts, Proximal tubular cells, Endothelial cells, Macrophages","group enriched","Vascular, Kidney",NA,NA,NA,"Unknown","Unknown","Unknown","Predicted intracellular proteins, Transcription factors"
"546","ENSG00000260244","RP11_588K22.2",1,"NatGen Paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","ENSG00000260372","AQP4_AS1",1,"Finngen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","ENSG00000261371","PECAM1",1,"Finngen","enriched","Endothelial cells","group enriched","Vascular, Heart muscle","kidney","cells in glomeruli","High","Unknown","Predicted High","Unknown","Cancer-related genes, Candidate cardiovascular disease genes, CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"
"549","ENSG00000261783","RP11_252K23.2",1,"NatGen Paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","ENSG00000262246","CORO7",1,"Finngen","enhanced","Macrophages, Fibroblasts, Endothelial cells, Smooth muscle cells, T-cells","enriched","Vascular",NA,NA,NA,"Unknown","Unknown","Unknown","Predicted intracellular proteins"
"551","ENSG00000263142","LRRC37A17P",1,"Finngen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","ENSG00000264371","MIR4425",1,"Finngen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","ENSG00000267131","RP11_332H18.5",1,"NatGen Paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","ENSG00000267280","TBX2_AS1",2,"NatGen Paper, Finngen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","ENSG00000267384","SMCO4P1",1,"Finngen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","ENSG00000270820","RP11_355B11.2",1,"NatGen Paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","ENSG00000271614","ATP2B1_AS1",1,"Finngen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","ENSG00000272338","RP11_722E23.2",1,"NatGen Paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","ENSG00000272368","RP4_605O3.4",1,"NatGen Paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","ENSG00000272414","FAM47E_STBD1",1,"NatGen Paper","group enriched","Endothelial cells, Fibroblasts",NA,NA,"heart muscle","cardiomyocytes","Medium","Unknown","Unknown","Unknown","Predicted intracellular proteins"
"561","ENSG00000272414","FAM47E_STBD1",1,"NatGen Paper","group enriched","Endothelial cells, Fibroblasts",NA,NA,"kidney","cells in glomeruli, cells in tubules","High","Unknown","Unknown","Unknown","Predicted intracellular proteins"
"562","ENSG00000275764","RP11_582E3.6",1,"NatGen Paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","ENSG00000276644","DACH1",1,"Finngen",NA,NA,NA,NA,"kidney","cells in glomeruli, cells in tubules","High","Unknown","Unknown","Unknown","Predicted intracellular proteins"
